"name","iata_code","country_code"
"A Coruna Airport","LCG","ES"
"Wattay International Airport","VTE","LA"
"Lanseria International Airport","HLA","ZA"
"Coronel FAP Francisco Secada Vignetta International Airport","IQT","PE"
"Frankfurt-Hahn Airport","HHN","DE"
"Voronezh International Airport","VOZ","RU"
"Fes-Saiss Airport","FEZ","MA"
"Shah Amanat International Airport","CGP","BD"
"Zakynthos International Airport","ZTH","GR"
"Nizhny Novgorod International Airport","GOJ","RU"
"Bram Fischer International Airport","BFN","ZA"
"Lansing, Capital City Airport","LAN","US"
"Lulea Airport","LLA","SE"
"Rennes - Saint-Jacques","RNS","FR"
"Oulu Airport","OUL","FI"
"Vance W. Amory International Airport","NEV","KN"
"Biarritz Pays Basque Airport","BIQ","FR"
"Siem Reap International Airport","REP","KH"
"Murmansk Airport","MMK","RU"
"Kyiv Zhuliany International Airport","IEV","UA"
"Bacha Khan International Airport","PEW","PK"
"Presidente Peron International Airport","NQN","AR"
"Vigo Airport","VGO","ES"
"Kangerlussuaq Airport","SFJ","GL"
"General Juan N. Alvarez International Airport","ACA","MX"
"Flamingo International Airport","BON","BQ"
"Federico Garcia Lorca Airport","GRX","ES"
"Valley International Airport","HRL","US"
"Salalah Airport","SLL","OM"
"Martin Miguel de Gueemes International Airport","SLA","AR"
"Kharkiv International Airport","HRK","UA"
"Robert L. Bradshaw International Airport","SKB","KN"
"Port Harcourt International Airport","PHC","NG"
"N'djili Airport","FIH","CD"
"Cozumel International Airport","CZM","MX"
"Greater Moncton International Airport","YQM","CA"
"Cheddi Jagan International Airport","GEO","GY"
"General Francisco Javier Mina International Airport","TAM","MX"
"Great Falls International Airport","GTF","US"
"Pau Pyrenees Airport","PUF","FR"
"Melville Hall Airport","DOM","DM"
"Melilla Airport","MLN","ES"
"Varna Airport","VAR","BG"
"L.F. Wade International Airport","BDA","BM"
"Almeria Airport","LEI","ES"
"Cotonou Airport","COO","BJ"
"Lilongwe International Airport","LLW","MW"
"Jerez Airport","XRY","ES"
"Francisco Sarabia International Airport","TRC","MX"
"Sarajevo International Airport","SJJ","BA"
"Idaho Falls Regional Airport","IDA","US"
"Cataratas del Iguazu International Airport","IGR","AR"
"Monroe Regional Airport","MLU","US"
"Ouagadougou Airport","OUA","BF"
"Reykjavik Airport","RKV","IS"
"Goloson International Airport","LCE","HN"
"Newport News-Williamsburg International Airport","PHF","US"
"Durham Tees Valley Airport","MME","GB"
"Meadows Field Airport","BFL","US"
"Rabat-Sale Airport","RBA","MA"
"Alta Airport","ALF","NO"
"Minot International Airport","MOT","US"
"Aarhus Airport","AAR","DK"
"Kirkenes","KKN","NO"
"Shannon Airport","SNN","IE"
"Van Ferit Melen Airport","VAN","TR"
"Eldoret International Airport","EDL","KE"
"Samsun-Carsamba Airport","SZF","TR"
"Antonio Rivera Rodriguez Airport","VQS","PR"
"Durango International Airport","DGO","MX"
"Casper-Natrona County International Airport","CPR","US"
"Kumasi Airport","KMS","GH"
"Bellingham International Airport","BLI","US"
"Bornholm Airport","RNN","DK"
"Flagstaff Pulliam Airport","FLG","US"
"Bacau ""George Enescu"" International Airport","BCM","RO"
"Malmoe Airport","MMX","SE"
"Weeze Airport","NRN","DE"
"Nador International Airport","NDR","MA"
"Aden Adde International Airport","MGQ","SO"
"Maestro Wilson Fonseca Airport","STM","BR"
"Al Najaf International Airport","NJF","IQ"
"Lincoln Airport","LNK","US"
"Ixtapa-Zihuatanejo International Airport","ZIH","MX"
"Yuzhno-Sakhalinsk Airport","UUS","RU"
"Quatro de Fevereiro Airport","LAD","AO"
"Hermanos Serdan International Airport","PBC","MX"
"Basra International Airport","BSR","IQ"
"Bratislava Airport","BTS","SK"
"Iasi International Airport","IAS","RO"
"Monastir Habib Bourguiba International Airport","MIR","TN"
"Zadar Airport","ZAD","HR"
"Eagle County Regional Airport","EGE","US"
"Belgorod International Airport","EGO","RU"
"Rosario International Airport","ROS","AR"
"Honiara International Airport","HIR","SB"
"Laredo International Airport","LRD","US"
"Yaounde","NSI","CM"
"Rzeszow-Jasionka Airport","RZE","PL"
"General Leobardo C. Ruiz International Airport","ZCL","MX"
"Brownsville-South Padre Island International Airport","BRO","US"
"Umea Airport","UME","SE"
"Port Hedland International Airport","PHE","AU"
"Karlsruhe/Baden-Baden Airport","FKB","DE"
"Alghero-Fertilia Airport","AHO","IT"
"General Enrique Mosconi International Airport","CRD","AR"
"Libreville Airport","LBV","GA"
"Helena Regional Airport","HLN","US"
"North Eleuthera Airport","ELH","BS"
"Ushuaia Aerodrome","USH","AR"
"Alice Springs Airport","ASP","AU"
"Buyant-Ukhaa International Airport","ULN","MN"
"Santiago Marino Caribbean International Airport","PMV","VE"
"Conakry International Airport","CKY","GN"
"Bahias de Huatulco International Airport","HUX","MX"
"Presidente Carlos Ibanez del Campo International Airport","PUQ","CL"
"Martinique Aime Cesaire International Airport","FDF","MQ"
"Astrakhan Airport","ASF","RU"
"Innsbruck Airport","INN","AT"
"Nuuk Airport","GOH","GL"
"Talagi Airport","ARH","RU"
"Chacalluta Airport","ARI","CL"
"Diori Hamani International Airport","NIM","NE"
"La Crosse Municipal Airport","LSE","US"
"Grand Bahama International Airport","FPO","BS"
"Turku Airport","TKU","FI"
"Atlantic City International Airport","ACY","US"
"Cap. FAP Jose A. Quinones Gonzales International Airport","CIX","PE"
"Puerto Escondido International Airport","PXM","MX"
"Cardiff Airport","CWL","GB"
"Capitan FAP Carlos Martinez de Pinillos International Airport","TRU","PE"
"Lake Charles Regional Airport","LCH","US"
"Frans Kaisiepo Airport","BIK","ID"
"Dubai World Central - Al Maktoum International Airport","DWC","AE"
"Pointe-a-Pitre Le Raizet Airport","PTP","GP"
"Paderborn Lippstadt Airport","PAD","DE"
"Amilcar Cabral International Airport","SID","CV"
"Djibouti-Ambouli International Airport","JIB","DJ"
"Aswan International Airport","ASW","EG"
"Clayton J. Lloyd International Airport","AXA","AI"
"Tivat Airport","TIV","ME"
"Pula Airport","PUY","HR"
"Raja Haji Fisabilillah International Airport","TNJ","ID"
"Tamale Airport","TML","GH"
"Kirkwall Airport","KOI","GB"
"Angads Airport","OUD","MA"
"Stavropol Shpakovskoye Airport","STW","RU"
"Hewanorra International Airport","UVF","LC"
"Trieste - Friuli Venezia Giulia Airport","TRS","IT"
"Kaunas Airport","KUN","LT"
"Victoria Falls Airport","VFA","ZW"
"Beira Airport","BEW","MZ"
"Mytilene International Airport","MJT","GR"
"Santo-Pekoa International Airport","SON","VU"
"Exeter International Airport","EXT","GB"
"Hierro Airport","VDE","ES"
"Linz Airport","LNZ","AT"
"Sir Charles Kirkconnell International Airport","CYB","KY"
"Chileka International Airport","BLZ","MW"
"Santander Airport","SDR","ES"
"General Lucio Blanco International Airport","REX","MX"
"U-Tapao International Airport","UTP","TH"
"Vincenzo Florio Airport Trapani-Birgi","TPS","IT"
"Maurice Bishop International Airport","GND","GD"
"Podgorica Airport","TGD","ME"
"Erzurum Airport","ERZ","TR"
"Grand Forks International Airport","GFK","US"
"Juba International Airport","JUB","SS"
"Kefallinia Airport","EFL","GR"
"Maya-Maya Airport","BZV","CG"
"Bulawayo Airport","BUQ","ZW"
"Burgas Airport","BOJ","BG"
"Zaragoza Airport","ZAZ","ES"
"Luxor International Airport","LXR","EG"
"Kosice International Airport","KSC","SK"
"Los Mochis International Airport","LMM","MX"
"Yelizovo Airport","PKC","RU"
"Arcata-Eureka Airport","ACV","US"
"Friedrichshafen Airport","FDH","DE"
"Tapachula International Airport","TAP","MX"
"Stockholm Skavsta Airport","NYO","SE"
"Samos Airport","SMI","GR"
"Chios Island National Airport","JKH","GR"
"Reus Airport","REU","ES"
"Toledo Express Airport","TOL","US"
"Seletar Airport","XSP","SG"
"Norwich International Airport","NWI","GB"
"Macapa-Alberto Alcolumbre International Airport","MCP","BR"
"Ciudad Obregon International Airport","CEN","MX"
"Francisco C. Ada International Airport","SPN","MP"
"Calvi - Sainte-Catherine Airport","CLY","FR"
"Maastricht Aachen Airport","MST","NL"
"Kadala Airport","HTA","RU"
"Sulaymaniyah International Airport","ISU","IQ"
"Orenburg / Tsentralny","REN","RU"
"Mohamed Boudiaf International Airport","CZL","DZ"
"Ilulissat Airport","JAV","GL"
"Abruzzo Airport","PSR","IT"
"Sumburgh Airport","LSI","GB"
"George F. L. Charles Airport","SLU","LC"
"Perpignan-Rivesaltes Airport","PGF","FR"
"Rafael Hernandez Airport","BQN","PR"
"Sibiu International Airport","SBZ","RO"
"Fredericton International Airport","YFC","CA"
"Pantelleria Airport","PNL","IT"
"Szczecin-Goleniow Airport","SZZ","PL"
"Beslan Airport","OGZ","RU"
"Konya Airport","KYA","TR"
"Puerto Plata Airport","POP","DO"
"Dzaoudzi Pamandzi International Airport","DZA","YT"
"Ciudad del Carmen International Airport","CME","MX"
"Phitsanulok Airport","PHS","TH"
"Coastal Carolina Regional Airport","EWN","US"
"Palanga International Airport","PLQ","LT"
"Mopah Airport","MKQ","ID"
"Marsh Harbour Airport","MHH","BS"
"Bandar Abbas International Airport","BND","IR"
"Astor Piazzolla International Airport","MDQ","AR"
"London Southend Airport","SEN","GB"
"Aktion Airport","PVK","GR"
"Tyler Pounds Regional Airport","TYR","US"
"Lungi International Airport","FNA","SL"
"Stockholm-Bromma Airport","BMA","SE"
"Barnaul Airport","BAX","RU"
"Ignatyevo Airport","BQS","RU"
"Syktyvkar Airport","SCW","RU"
"Tabriz International Airport","TBZ","IR"
"Malabo Airport","SSG","GQ"
"Tampere-Pirkkala Airport","TMP","FI"
"Capitan Oriel Lea Plaza Airport","TJA","BO"
"Vaasa Airport","VAA","FI"
"Maun Airport","MUB","BW"
"Ancona Falconara Airport","AOI","IT"
"Zaporizhia International Airport","OZH","UA"
"Banjul International Airport","BJL","GM"
"Saarbruecken Airport","SCN","DE"
"Boa Vista, Boa Vista Intl","BVB","BR"
"Bujumbura International Airport","BJM","BI"
"Ziguinchor Airport","ZIG","SN"
"Visby Airport","VBY","SE"
"Ostend-Bruges International Airport","OST","BE"
"Dnipropetrovsk International Airport","DNK","UA"
"Aeroport de Girona - Costa Brava","GRO","ES"
"Dushanbe Airport","DYU","TJ"
"Caen - Carpiquet Airport","CFR","FR"
"Glasgow Prestwick Airport","PIK","GB"
"Roberts International Airport","ROB","LR"
"David Airport","DAV","PA"
"Rovaniemi Airport","RVN","FI"
"Rickenbacker International Airport","LCK","US"
"Alexandroupoli Airport","AXD","GR"
"Gander International Airport","YQX","CA"
"Gibraltar International Airport","GIB","GI"
"Ireland West Airport Knock","NOC","IE"
"Playa de Oro International Airport","ZLO","MX"
"Prince Said Ibrahim International Airport","HAH","KM"
"Bournemouth Airport","BOH","GB"
"Yakutsk Airport","YKS","RU"
"Akureyri Airport","AEY","IS"
"Karpathos Airport","AOK","GR"
"Kemerovo Airport","KEJ","RU"
"Egal International Airport - Hargeisa","HGA","SO"
"Ulan-Ude Airport","UUD","RU"
"Skelleftea Airport","SFT","SE"
"Tarbes-Lourdes-Pyrenees Airport","LDE","FR"
"Chetumal International Airport","CTM","MX"
"San Sebastian Airport","EAS","ES"
"Bonriki International Airport","TRW","KI"
"Johan Adolf Pengel International Airport","PBM","SR"
"Skiathos Airport 'Alexandros Papadiamantis'","JSI","GR"
"N'Djamena International Airport","NDJ","TD"
"Resistencia International Airport","RES","AR"
"Paris-Le Bourget Airport","LBG","FR"
"Vagar Airport","FAE","FO"
"Pointe Noire Airport","PNR","CG"
"La Tontouta International Airport","NOU","NC"
"Governor's Harbour Airport","GHB","BS"
"Narsarsuaq Airport","UAK","GL"
"Kerry Airport","KIR","IE"
"Aba Tenna Dejazmach Yilma International Airport","DIR","ET"
"Atyrau Airport","GUW","KZ"
"Coronel FAP Carlos Ciriani Santa Rosa International Airport","TCQ","PE"
"Central Nebraska Regional Airport","GRI","US"
"Clermont-Ferrand Auvergne Airport","CFE","FR"
"Gobernador Horacio Guzman International Airport","JUJ","AR"
"Suceava / Salcea Airport","SCV","RO"
"Marsa Alam International Airport","RMF","EG"
"Humberside Airport","HUY","GB"
"Juan Gualberto Gomez International Airport","VRA","CU"
"Shymkent Airport","CIT","KZ"
"Marcos A. Gelabert International Airport","PAC","PA"
"Upington Airport","UTN","ZA"
"Sokol Airport","GDX","RU"
"Aktobe International Airport","AKX","KZ"
"Banak Airport","LKL","NO"
"Yangyang International Airport","YNY","KR"
"Ashgabat International Airport","ASB","TM"
"Limnos Airport","LXS","GR"
"Aktau Airport","SCO","KZ"
"Oradea International Airport","OMR","RO"
"Kars Airport","KSY","TR"
"Klagenfurt Airport","KLU","AT"
"Abakan Airport","ABA","RU"
"Magnitogorsk International Airport","MQF","RU"
"Walvis Bay Airport","WVB","NA"
"Kulusuk Airport","KUS","GL"
"Asmara International Airport","ASM","ER"
"Maseru / Moshoeshoe","MSU","LS"
"Fascene Airport","NOS","MG"
"Antwerp International Airport","ANR","BE"
"Cayenne-Rochambeau","CAY","GF"
"Minatitlan/Coatzacoalcos International Airport","MTT","MX"
"Bydgoszcz Ignacy Jan Paderewski Airport","BZG","PL"
"Samarkand Airport","SKD","UZ"
"Piloto Civil Norberto Fernandez International Airport","RGL","AR"
"Kursk East Airport","URS","RU"
"Westerland / Sylt","GWT","DE"
"Federico Fellini International Airport","RMI","IT"
"La Isabela International Airport","JBQ","DO"
"Rarotonga International Airport","RAR","CK"
"Bangui Airport","BGF","CF"
"Rabah Bitat Airport","AAE","DZ"
"Ing. Alberto Acuna Ongay International Airport","CPE","MX"
"Cheboksary Airport","CSY","RU"
"Lubumbashi International Airport","FBM","CD"
"Bissau Airport","OXB","GW"
"Licenciado Adolfo Lopez Mateos International Airport","TLC","MX"
"Antonio Maceo International Airport","SCU","CU"
"Ras Al Khaimah International Airport","RKT","AE"
"La Chinita Internacional","MAR","VE"
"Urgench Airport","UGC","UZ"
"Qaarsut Airport","JQA","GL"
"Kavala International Airport","KVA","GR"
"Aasiaat Airport","JEG","GL"
"Tuzla International Airport","TZL","BA"
"Frank Pais International Airport","HOG","CU"
"Egilsstadir Airport","EGS","IS"
"Kalmar OEland Airport","KLR","SE"
"Gaya Airport","GAY","IN"
"Mallam Aminu Kano International Airport","KAN","NG"
"Ronneby Airport","RNB","SE"
"Amado Nervo International Airport","TPQ","MX"
"Kiruna Airport","KRN","SE"
"Kalamata Airport","KLX","GR"
"Hugo Chavez International Airport","CAP","HT"
"South Caicos Airport","XSC","TC"
"Sundsvall-Timra Airport","SDL","SE"
"Hihifo Airport","WLS","WF"
"Lublin Airport","LUZ","PL"
"Loreto International Airport","LTO","MX"
"Vanimo Airport","VAI","PG"
"Santa Maria Airport","SMA","PT"
"Denizli Cardak Airport","DNZ","TR"
"Sisimiut Airport","JHS","GL"
"Alfredo Vasquez Cobo International Airport","LET","CO"
"Eloy Alfaro International Airport","MEC","EC"
"Ioannina Airport","IOA","GR"
"Stella Maris Airport","SML","BS"
"King Hussein International Airport","AQJ","JO"
"Laramie Regional Airport","LAR","US"
"Kutaisi International Airport","KUT","GE"
"Arturo Michelena International Airport","VLN","VE"
"Bocas del Toro ""Isla Colon"" International Airport","BOC","PA"
"Nalchik Airport","NAL","RU"
"Esbjerg Airport","EBJ","DK"
"Santa Maria Airport","SMX","US"
"San Salvador Airport","ZSA","BS"
"Reggio Calabria Airport","REG","IT"
"Bratsk Airport","BTK","RU"
"Licenciado y General Ignacio Lopez Rayon Airport","UPN","MX"
"Jardines del Rey Airport","CCC","CU"
"Ivano-Frankivsk International Airport","IFO","UA"
"Mfuwe Airport","MFU","ZM"
"Roman Tmetuchl International Airport","ROR","PW"
"Zahedan International Airport","ZAH","IR"
"Porto Santo Airport","PXO","PT"
"Kasane Airport","BBK","BW"
